PhraseId,SentenceId,Phrase
27829,1278,the downward spiral comes to pass
151761,8281,your cheeks
85928,4446,us --
120458,6441,"creates an impeccable sense of place , while Thurman and Lewis give what can easily be considered career-best performances"
63217,3197,deeply meditative picture
72535,3705,'s easy to like and
114296,6079,is too mainstream
76183,3909,was impressed by how many tit-for-tat retaliatory responses the filmmakers allow before pulling the plug on the conspirators and averting an American-Russian Armageddon .
28597,1321,for this kind of movie
21824,977,"without the use of special effects , but rather by emphasizing the characters"
4445,167,owe
67447,3422,flush
112108,5951,"funny , smart , visually inventive , and most"
30763,1431,an exploration of the emptiness that underlay the relentless gaiety
17413,755,an astoundingly rich film
103244,5444,to be something really good
43533,2107,Daughter From Danang
40226,1927,humankind 's
132701,7154,they were insulted and the audience was put through torture for an hour and a half
14758,635,of relationships that come full circle to end on a positive -LRB- if tragic -RRB- note
124477,6688,directions and descends into such message-mongering moralism that its good qualities are obscured .
120331,6432,a president
69038,3507,used Manhattan 's architecture in such a gloriously goofy way
105624,5577,-LRB- working from Don Mullan 's script -RRB-
66850,3391,an eye on preserving a sense of mystery
96725,5052,"It looks like an action movie , but it 's so poorly made , on all levels , that it does n't even qualify as a spoof of such"
15813,678,at the movies
13166,566,"This is a very ambitious project for a fairly inexperienced filmmaker , but good actors , good poetry and good music help sustain it ."
67717,3439,'s all bluster
124658,6698,"scripting , shooting or post-production stages"
24889,1135,all the emotional seesawing
107791,5699,"Oh , and Booty Call ."
138790,7522,could be cut
43095,2081,of scenes in Frida
98751,5178,Christian love
87194,4523,less spice
67231,3411,waits grimly for the next shock without developing much attachment to the characters
16145,695,here is DOA .
58470,2946,mushy obviousness
136818,7400,"college dorm rooms , a subtlety that makes the silly , over-the-top coda especially disappointing"
24661,1123,confusing
16536,711,I 'd watch these two together again in a New York minute .
125251,6729,take before indigestion sets
46502,2261,hard to imagine that even very small children will be impressed by this tired retread
6374,253,lurks just below the proceedings
81192,4184,A true pleasure .
56222,2818,is only so much baked cardboard I need to chew .
18881,828,"our reality tv obsession , and even tardier"
74115,3794,cover up the fact
113268,6017,is n't as quirky as it thinks it is and its comedy is generally mean-spirited
62369,3153,movies get
99494,5217,"cold , grey , antiseptic"
80389,4142,comes along
47886,2335,the kind of social texture and realism that would be foreign in American teen comedies
36313,1716,"'s good , hard-edged stuff , violent and a bit exploitative but also nicely done , morally alert and street-smart"
144227,7828,"hairline , weathered countenance and American Breckin Meyer 's ridiculously inappropriate Valley Boy voice"
21895,979,half-an-hour long
90027,4683,seen as propaganda
131553,7088,it were n't true
21799,974,frat
94060,4908,"is not really a film as much as it is a loose collection of not-so-funny gags , scattered moments of lazy humor ."
37527,1784,"As an introduction to the man 's theories and influence , Derrida is all but useless ;"
152710,8332,ballistic-pyrotechnic
148675,8089,"Inherently caustic and oddly whimsical , the film chimes in on the grieving process and strangely draws the audience into the unexplainable pain and eccentricities that are attached to the concept of loss ."
62105,3139,spans time
59043,2979,have some fairly pretty pictures
124125,6664,The problems of the people in Love in the Time of Money are hardly specific to their era .
108646,5750,they think of themselves and their clients
93463,4873,"is smarter and subtler than -LRB- Total Recall and Blade Runner -RRB- ,"
16829,729,'s definitely not
111263,5899,after only three films
24836,1133,"you ache with sadness -LRB- the way Chekhov is funny -RRB- , profound without ever being self-important"
40404,1933,The Bourne Identity should n't be half as entertaining as it is
5058,198,You get the impression that writer and director Burr Steers knows the territory ... but
14687,633,crematorium
54375,2702,relatively effective
82636,4266,ride .
68995,3504,A chilling movie
141575,7681,mind games
67159,3408,from the first few minutes
152401,8316,of a telanovela
72347,3697,with passion and energy
31598,1480,Weighty and
45989,2236,", generosity and diplomacy"
34606,1626,underplays
132459,7143,told with a heavy Irish brogue
146332,7957,soup
47960,2339,taboo subject
14532,625,a parsec
56680,2848,find a movie character more unattractive or odorous -LRB- than Leon -RRB-
73611,3765,It 's dark but has wonderfully funny moments ; you care about the characters ; and
95982,5014,resonate a sardonic verve
27880,1280,dramatic potential
152611,8328,the magnificent swooping aerial shots are breathtaking
104498,5514,it pretends to investigate
134665,7268,A documentary to make the stones weep -- as shameful as it
15673,672,of sadness that pours into every frame
111761,5931,fluttering and stammering
75464,3869,showcase the Canadian 's inane ramblings
68753,3493,go where the moment takes them
113393,6024,misplaced
62931,3184,realistic human behavior
87613,4549,through the eyes of aristocrats
91975,4786,misfiring
147602,8032,'s not one decent performance from the cast and not one clever line of dialogue .
2701,103,humane fighter
51091,2514,to Wittgenstein and Kirkegaard
76944,3956,madcap farce
18982,833,romantic comedy genre
45140,2191,blues
132311,7133,leads to a satisfying destination
144353,7837,the kind of low-key way that allows us to forget that they are actually movie folk
32410,1519,was ushered in by The Full Monty and
61831,3125,"phenomenal , especially the women"
112541,5977,"ride for the kiddies , with enough eye candy and cheeky wit to keep parents away from the concession stand ."
126378,6794,been such a bad day
30383,1410,15 years old
63386,3208,"Expands the limits of what a film can be , taking us into the lives of women to whom we might not give a second look if we passed them on the street"
93982,4904,with familiar situations
79344,4086,to the most enchanting film of the year
95514,4987,"in all its director 's cut glory ,"
130422,7026,all the usual Spielberg flair
79941,4119,Director Uwe Boll and writer Robert Dean Klein
18843,827,a frustrating patchwork : an uneasy marriage of Louis Begley 's source novel -LRB- About Schmidt -RRB-
153768,8399,All That Heaven Allows '' and
143908,7810,favor of old ` juvenile delinquent ' paperbacks with titles
87003,4510,strained caper movies that 's hardly any fun to watch and begins to vaporize from your memory minutes after it ends
64898,3285,"sour , bloody and mean"
99763,5233,to shine through the gloomy film noir veil
78335,4031,This film was made by and for those folks who collect the serial killer cards and are fascinated by the mere suggestion of serial killers .
123251,6616,"because its flabbergasting principals , 14-year-old Robert MacNaughton , 6-year-old Drew Barrymore and 10-year-old Henry Thomas , convince us of the existence of the wise , wizened visitor from a faraway planet"
9166,382,terribly funny
17668,765,sip
154750,8465,more strongly to storytelling
45700,2222,May puzzle his most ardent fans .
152292,8310,loving yet unforgivingly inconsistent depiction
130915,7056,The Big Chill -RRB-
112316,5964,alchemical transmogrification
105072,5550,'70s Blaxploitation films
60544,3056,all too painfully
71571,3651,would have you believe
63367,3206,", tragedy , bravery , political intrigue , partisans and sabotage"
132796,7160,", illuminating study"
62844,3180,"the world 's political situation seems little different , and -LRB- director Phillip -RRB- Noyce brings out the allegory with remarkable skill"
46888,2285,", PA"
138067,7469,derivative to stand on its own as the psychological thriller it purports to be .
67722,3439,it 's as sweet as Greenfingers
80,2,worth
30683,1427,impossible to claim that it is `` Based on a True Story ''
86979,4509,", the cartoons look almost Shakespearean -- both in depth and breadth -- after watching this digital-effects-heavy , supposed family-friendly comedy ."
28998,1343,meet them halfway
140496,7624,unfilmable '' novels
48425,2364,undertaken
126520,6803,that life 's
115947,6181,"Bloodwork is n't a terrible movie , just a stultifyingly obvious one -- an unrewarding collar for a murder mystery ."
15759,676,fret about the calories
44761,2170,shows you why
33822,1589,"a perpetual sense of urgency , which , for a film that takes nearly three hours to unspool , is both funny and irritating"
101831,5360,grubbing
146475,7968,", not every low-budget movie must be quirky or bleak , and a happy ending is no cinematic sin ."
12961,557,sequences boring
79830,4113,"dark , intelligent warning cry"
51260,2523,"The Santa Clause 2 ,"
110416,5848,an extra-large cotton candy
87822,4561,"deep-seated , emotional need"
113449,6029,Plimpton
64075,3242,XXX
98624,5169,designed to fill time
16027,688,sixties '
58250,2935,Cooper
61345,3100,across the walls that might otherwise separate them
111745,5930,in a joyous communal festival of rhythm
12436,532,of his most uncanny
37735,1796,Goldbacher
13539,582,Bentley and
144762,7857,"been written so well , that even a simple `` Goddammit"
